Claim Text,Source of Verification,url,Given Label,Filtered Label
"The United States' top infectious diseases expert, Dr. Anthony Fauci, said people in the U.S. do not need to wear masks to protect against COVID-19.",snopes.com,https://www.snopes.com/fact-check/fauci-masks-no-longer-needed/,Outdated,outdated
52 free horses need rehoming in Ohio because their owner died of Covid-19.,fullfact.org,https://fullfact.org/online/52-free-horses/,"They don’t. This is a repost of a genuine appeal from 2011, following the death of a horse owner.","they don’t. this is a repost of a genuine appeal from 2011, following the death of a horse owner."
German government leaked document declares COVID-19 is “a global false alarm”,sciencefeedback.co,https://sciencefeedback.co/claimreview/german-ministry-employee-makes-unsupported-claim-that-covid-19-pandemic-is-a-global-false-alarm-in-widely-circulated-yet-unsolicited-opinion-article/,Unsupported,unsupported
There has been no death due to Covid-19 in Israel as they mix lemon and baking soda in their tea. This combination kills coronavirus.,indiatoday.in,https://www.indiatoday.in/fact-check/story/mixing-lemon-baking-soda-tea-wont-kill-coronavirus-1687315-2020-06-09,Mostly false,mostly false
"If UV rays can kill Coronavirus, so stay in sunlight",thip.media,https://www.thip.media/health-news-fact-check/using-uv-rays-to-kill-coronavirus-can-sunlight-be-effective/4639/,Half True,half true
Brahmins in UP's Bundelkhand region cut off the tongue of a Class 8 girl and offered it as sacrifice to Lord Shiva to save their village from coronavirus.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-no-brahmins-did-not-cut-off-girl-tongue-uttar-pradesh-stop-coronavirus-1686653-2020-06-08,Mostly false,mostly false
UV Rays From Sunlight Kill Coronavirus,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-post-claiming-uv-rays-from-sunlight-kill-coronavirus-is-misleading/,Half true,half true
"If Donald Trump had implemented shutdowns a month earlier like Joe Biden suggested, we'd have fewer coronavirus deaths.",factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/was-joe-biden-warning-about-coronavirus,Mixed: Biden warned about coronavirus in January but continued to hold rallies and other events until early March,mixed: biden warned about coronavirus in january but continued to hold rallies and other events until early march
"On Jan. 14, 2020, the World Health Organization reaffirmed China's claim that the coronavirus could not be transmitted between humans.",politifact.com,https://www.politifact.com/article/2020/jun/02/fact-checking-donald-trumps-case-against-world-hea/,"Partly true, misses nuances","partly true, misses nuances"
US President Donald Trump wanted to ruin Americans using coronavirus as a weapon. Thousands of people are protesting on the streets against that.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-old-image-from-spain-goes-viral-as-corona-protests-against-trump-us-1684799-2020-06-02,Mostly false,mostly false
China failed to alert WHO of the new coronavirus as soon as it could have.,politifact.com,https://www.politifact.com/article/2020/jun/02/fact-checking-donald-trumps-case-against-world-hea/,Likely accurate,likely accurate
Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,politifact.com,https://www.politifact.com/factchecks/2020/jun/02/blog-posting/fact-checking-claims-pelosi-tried-add-abortion-fun/,Mostly False,mostly false
COVID-19 is not new and old textbook lists its treatment,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-the-old-textbook-doesnt-mention-covid-19-cure-misleading-post-going-viral/,Half true,half true
Dr. Devi Shetty's 22 point advisory for Coronavirus protection,thip.media,https://www.thip.media/health-news-fact-check/fact-check-viral-bengali-whatsapp-advisory-from-dr-devi-shetty-about-how-to-stay-protected-from-coronavirus/4620/,Mostly False,mostly false
Says researchers found a “fabric that kills coronaviruses”,politifact.com,https://www.politifact.com/factchecks/2020/may/30/facebook-posts/research-fabric-can-neutralize-coronavirus-masks/,Mostly True,mostly true
“5G plays a part in this ‘plandemic’” ... The cases of COVID-19 are “directly related to electromagnetic radiation exposure by 5G”,healthfeedback.org,https://healthfeedback.org/claimreview/the-spread-of-covid-19-is-not-related-in-any-way-to-the-deployment-of-5g/,Inaccurate,inaccurate
"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",politifact.com,https://www.politifact.com/factchecks/2020/may/28/donald-trump/are-coronavirus-cases-going-down-all-over-us/,Half True,half true
Images of forest fire in Uttarakhand in May 2020 amidst the coronavirus pandemic,altnews.in,https://www.altnews.in/old-images-shared-as-forest-fires-in-uttarakhand/,Mostly False,mostly false
A 2019 blogpost authored by Dominic Cummings was recently edited to include a warning about coronavirus.,fullfact.org,https://fullfact.org/health/cummings-blog-coronavirus/,Correct. The edit appears to have been made on 14 April 2020.,correct. the edit appears to have been made on 14 april 2020.
"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",politifact.com,https://www.politifact.com/factchecks/2020/may/26/facebook-posts/minnesota-doesnt-have-highest-unemployment-rate-us/,Mostly False,mostly false
Hydroxychloroquine […] was shown […] by doctors worldwide to be the most efficient treatment for the coronavirus.,healthfeedback.org,https://healthfeedback.org/computing-forever-interview-with-dolores-cahill-contains-numerous-inaccuracies-about-covid-19-and-vaccines/,Unsupported,unsupported
The CDC issued a stringent set of rules that U.S. schools must follow before reopening amid the COVID-19 coronavirus pandemic.,snopes.com,https://www.snopes.com/fact-check/cdc-school-reopening-guidance/,Mixture,mixture
"U.S. President Donald Trump said he ""tested very positively"" for COVID-19, meaning his test results came back negative, and he did not have the coronavirus disease.",snopes.com,https://www.snopes.com/fact-check/trump-tested-very-positively/,Correct Attribution,correct attribution
"Says Joni Ernst ""claims she ‘pushed for’ new funding for hospitals and COVID-19 testing after opposing It for weeks.”",politifact.com,https://www.politifact.com/factchecks/2020/may/21/iowa-democratic-party/did-joni-ernst-flip-her-position-health-care-fundi/,Half True,half true
"A World Health Organisation representative said that as long as people eat meat, there is going to be some risk of infection.",fullfact.org,https://fullfact.org/online/coronavirus-animal-infection/,"Dr Gauden Galea, the WHO representative in China, did say this. It was aired by CNN during a news story about the role of wild animals in the new coronavirus outbreak.","dr gauden galea, the who representative in china, did say this. it was aired by cnn during a news story about the role of wild animals in the new coronavirus outbreak."
Supermarket retailer Kroger sent letters to employees informing them they must repay overpaid emergency pay provided amid the COVID-19 coronavirus disease pandemic.,snopes.com,https://www.snopes.com/fact-check/kroger-hazard-pay-covid-19/,Mixture,mixture
“Coronavirus quickly spread around the world as early as October 2019”,healthfeedback.org,https://healthfeedback.org/claimreview/the-first-sars-cov-2-infections-in-humans-occurred-during-fall-2019-but-not-enough-evidence-exists-to-confirm-a-global-spread-before-early-2020/,Partially_Correct,partially_correct
The survival rate for Covid-19 is 98.54% in the UK.,fullfact.org,https://fullfact.org/online/survival-rate-figures/,"We don’t know what the survival rate is yet, as we don’t know how many people have had the disease. This figure comes from a claim about the US which is a slight over-estimate based on available figures.","we don’t know what the survival rate is yet, as we don’t know how many people have had the disease. this figure comes from a claim about the us which is a slight over-estimate based on available figures."
Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus.,indiatoday.in,https://www.indiatoday.in/fact-check/story/dr-devi-shetty-never-advised-these-22-steps-to-avoid-coronavirus-1679771-2020-05-19,Mostly false,mostly false
"Teenage climate activist Greta Thunberg appeared on a CNN ""expert panel"" in a program about the COVID-19 coronavirus pandemic.",snopes.com,https://www.snopes.com/fact-check/greta-thunberg-cnn-town-hall/,Mixture,mixture
"“Cannabis may stop coronavirus from infecting people, study finds.”",politifact.com,https://www.politifact.com/factchecks/2020/may/18/facebook-posts/fact-checking-whether-cannabis-may-prevent-covid-1/,Mostly False,mostly false
"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",politifact.com,https://www.politifact.com/factchecks/2020/may/18/facebook-posts/house-coronavirus-bill-would-aid-immigrants-relati/,Mostly True,mostly true
“IF THE CORONAVIRUS IS SO DEADLY WHY HASN’T IT WIPED OUT THE HOMELESS”,factcheck.org,https://www.factcheck.org/2020/05/false-perception-of-covid-19s-impact-on-the-homeless/,Distorts the Facts,distorts the facts
Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,politifact.com,https://www.politifact.com/factchecks/2020/may/18/chip-roy/no-spike-tied-voting-data-leaves-questions/,Mostly True,mostly true
"""Beijing Biden's son Hunter"" made ""$80,000 per month from China"" through a deal with an investment fund ""in the months leading up to the coronavirus outbreak.""",factcheck.org,https://www.factcheck.org/2020/05/the-rncs-misleading-message-about-the-bidens/,No Evidence,no evidence
The novel coronavirus SARS-CoV-2 was lab-created and patented; SARS-CoV-2 is not a new virus; COVID-19 pandemic was man-made and planned,healthfeedback.org,https://healthfeedback.org/claimreview/contrary-to-claims-in-viral-social-media-posts-the-novel-coronavirus-was-not-man-made-nor-patented-before-outbreak/,Inaccurate,inaccurate
"""What if wearing a mask in public is not effective?""",politifact.com,https://www.politifact.com/article/2020/may/14/fact-checking-california-reopen-protest-video/,Inaccurate,inaccurate
"""What if quarantining the healthy doesn’t save lives?""",politifact.com,https://www.politifact.com/article/2020/may/14/fact-checking-california-reopen-protest-video/,Inaccurate,inaccurate
"""As we see unemployment increase to Depression levels, we also see suicide increase, we see domestic violence increase, we see child abuse increase, we see alcohol and drug abuse increase.""",politifact.com,https://www.politifact.com/article/2020/may/14/fact-checking-california-reopen-protest-video/,Accurate,accurate
"""Never in the history of this great republic have we quarantined the healthy.""",politifact.com,https://www.politifact.com/article/2020/may/14/fact-checking-california-reopen-protest-video/,Inaccurate,inaccurate
U.S. Surgeon General Jerome Adams has said that the general public should not wear or buy masks to protect against the spread of the COVID-19 coronavirus disease.,snopes.com,https://www.snopes.com/fact-check/surgeon-general-against-masks/,Mixture,mixture
"Until 12 March, the government’s advice said it was ‘very unlikely’ people in care homes will become infected.",fullfact.org,https://fullfact.org/health/coronavirus-care-homes-guidance/,"This is correct. Government guidance, withdrawn on 13 March, stated this twice.","this is correct. government guidance, withdrawn on 13 march, stated this twice."
60 Minutes Falsely Accused Mike Pompeo of Reviving a Debunked Theory About Coronavirus,factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/did-60-minutes-wrongly-accuse-mike,Mixed.,mixed.
"A public service announcement illustrates the pitfalls of reckoning ""acceptable deaths"" when making decisions about reopening the economy during the COVID-19 coronavirus disease pandemic.",snopes.com,https://www.snopes.com/fact-check/psa-reopen-economy/,Miscaptioned,miscaptioned
"A post shared more than 160,000 times on Facebook during the novel coronavirus pandemic says Bill Gates wants “digital tattoos” to check who has been tested, and asks if it would be “like holocaust victims have.” This is misleading. Gates has spoken of the need for “digital certificates” for vaccination and testing but there is no evidence he has been in favor of a visible mark, like a tattoo. The Bill & Melinda Gates Foundation also said the claim is false.",factcheck.afp.com,https://factcheck.afp.com/holocaust-comparison-misleading-facebook-post-claims-bill-gates-seeks-digital-tattoos,Partly false,partly false
Just 2.9% of deaths were caused by Covid-19 in the first three months of 2020.,fullfact.org,https://fullfact.org/health/ons-2020-covid-first-quarter-deaths/,"In the first 12 weeks of 2020, less than 1% of deaths registered in England and Wales had Covid-19 on the death certificate, but the rate has since risen to more than 30% for some weeks in April.","in the first 12 weeks of 2020, less than 1% of deaths registered in england and wales had covid-19 on the death certificate, but the rate has since risen to more than 30% for some weeks in april."
"The ONS has registered 4,122 deaths in 2020 due to Covid-19.",fullfact.org,https://fullfact.org/health/ons-2020-covid-first-quarter-deaths/,"This was broadly correct for the first 14 weeks of the year, including a few days in April and in December 2019.","this was broadly correct for the first 14 weeks of the year, including a few days in april and in december 2019."
"Wearing a mask can cause harm, vaccines have “killed millions,” the novel coronavirus is not “naturally occurring,” hospitals are “incentivized” to report COVID-19 diagnoses, hydroxychloroquine is the most effective treatment for the disease, flu vaccines increase the odds of contracting it",factcheck.afp.com,https://factcheck.afp.com/plandemic-video-peddles-falsehoods-about-covid-19,Partly False,partly false
"On May 4, 2020, U.S. House Speaker Nancy Pelosi said she wants the federal government's next economic relief bill during the COVID-19 coronavirus pandemic to establish ""guaranteed minimum incomes"" for ""illegal aliens.""",snopes.com,https://www.snopes.com/fact-check/pelosi-stimulus-package/,Mostly False,mostly false
"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",politifact.com,https://www.politifact.com/factchecks/2020/may/11/gary-kelly/southwest-ceos-boast-about-airplanes-low-covid-ris/,Mostly False,mostly false
“Texas ranks 3rd highest among states for the number of people who have recovered from” the coronavirus.,politifact.com,https://www.politifact.com/factchecks/2020/may/08/greg-abbott/recovery-data-coronavirus-lacking/,Half True,half true
“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,politifact.com,https://www.politifact.com/factchecks/2020/may/07/facebook-posts/facebook-post-cites-doctors-widely-disputed-calcul/,Mostly False,mostly false
"Tanzania President John Magufuli secretly sent specimens from a fruit, quail, and goat to a lab testing for the COVID-19 coronavirus disease in humans — and the results came back positive.",snopes.com,https://www.snopes.com/fact-check/tanzania-president-covid-tests/,Unproven,unproven
CBS News staged a fake coronavirus testing line at a Michigan hospital to make it look busy.,factcheck.thedispatch.com,https://factcheck.thedispatch.com/p/did-cbs-news-stage-a-fake-testing,Mixed.,mixed.
"Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",politifact.com,https://www.politifact.com/factchecks/2020/may/07/liberty-counsel/no-churchgoers-dont-have-register-government/,Mostly False,mostly false
"Coronavirus lives on the hands for 10 minutes, so putting a sanitizer in the pocket meets the purpose of prevention, Source: UNICEF",vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-this-viral-message-on-coronavirus-is-falsely-attributed-to-unicef/,Half true,half true
Anti-inflammatories should be used to fight Covid-19.,fullfact.org,https://fullfact.org/online/thrombosis-covid-19/,Anti-inflammatories such as ibuprofen may be useful in treating Covid-19 symptoms at home.,anti-inflammatories such as ibuprofen may be useful in treating covid-19 symptoms at home.
Says the current survival rate for COVID-19 in the U.S. is “98.54%”,politifact.com,https://www.politifact.com/factchecks/2020/may/07/facebook-posts/facebook-post-shares-flawed-covid-19-survival-stat/,Half True,half true
Anticoagulants should be used to fight Covid-19.,fullfact.org,https://fullfact.org/online/thrombosis-covid-19/,There is evidence supporting the use of anticoagulants in some Covid-19 patients.,there is evidence supporting the use of anticoagulants in some covid-19 patients.
The government's roadmap to ease Covid-19 restrictions will be set out in 5 phases.,fullfact.org,https://fullfact.org/online/ireland-lockdown-phases/,This is the plan from the Irish government.,this is the plan from the irish government.
"As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was at least 250 times ""higher"" than Tokyo's — and growing with time.",snopes.com,https://www.snopes.com/fact-check/covid-nyc-tokyo/,Mostly True,mostly true
The vaccine for coronavirus existed since 2001 and 19 years later they say there is no vaccine,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-dog-vaccine-not-related-to-covid-19-misleading-post-getting-viral/,Half true,half true
Wearing protective gloves doesn’t prevent the spread of coronavirus.,fullfact.org,https://fullfact.org/online/Coronavirus-Gloves/,This is true. The World Health Organisation says that regular handwashing is the best way to stop the virus spreading.,this is true. the world health organisation says that regular handwashing is the best way to stop the virus spreading.
Does COVID-19 have a mortality rate of 1%-2%?,usatoday.com,https://www.usatoday.com/story/news/factcheck/2020/05/05/covid-19-fact-check-coronavirus-mortality-rate-misleading/3019503001/,Partly False,partly false
"Defended his late February statement that the U.S. had ""contained"" the virus, saying that the novel coronavirus ""spread exponentially in ways that virtually no one could have predicted.""",factcheck.org,https://www.factcheck.org/2020/05/kudlows-claim-about-covid-19-spread/,There Were Warnings,there were warnings
White House is selling commemorative Covid-19 coins for $100.,indiatoday.in,https://www.indiatoday.in/fact-check/story/white-house-commemorative-coronavirus-coins-1674479-2020-05-05,Mostly false,mostly false
Wearing a cloth face mask helps you avoid getting or spreading COVID-19.,sites.nationalacademies.org,https://sites.nationalacademies.org/BasedOnScience/do-homemade-cloth-masks-protect-against-the-novel-coronavirus/index.htm,"Maybe. Wearing a homemade mask made of fabric may help slow the spread of the virus, but there haven’t been enough studies to know for sure. It’s still important to keep your distance and wash your hands.","maybe. wearing a homemade mask made of fabric may help slow the spread of the virus, but there haven’t been enough studies to know for sure. it’s still important to keep your distance and wash your hands."
"Florida's coronavirus outbreak ""is mostly tied to New York City travel into the three Southern Florida (counties).""",politifact.com,https://www.politifact.com/article/2020/may/04/florida-governor-says-new-yorkers-fueled-fla-coron/,Unproven with state data,unproven with state data
Dutch restaurants solved the problem of dining out during the COVID-19 coronavirus disease pandemic by installing personal greenhouse booths.,snopes.com,https://www.snopes.com/fact-check/dutch-restaurants-pods-covid/,Mixture,mixture
"Japanese Nobel Prize laureate Tasuku Honjo believes the new coronavirus was ""manufactured"" in a lab in the Chinese city of Wuhan.",bbc.com,https://www.bbc.com/news/52487960,This is a fake quote,this is a fake quote
Alcohol Kills Coronavirus,thip.media,https://www.thip.media/health-news-fact-check/if-alcohol-kills-coronavirus-it-will-be-party-time-for-many-but-is-it-true/4508/,Half True,half true
Man appeals that his wife and daughter are infected with Covid-19.,indiatoday.in,https://www.indiatoday.in/fact-check/story/clickbait-facebook-post-covid19-urging-shares-gone-viral-1673452-2020-05-01,Mostly false,mostly false
Graphics show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask,factcheck.afp.com,https://factcheck.afp.com/misleading-mask-graphic-claims-show-exact-chance-covid-19-spread,Partly False,partly false
"Right-wing commentator Bill Mitchell tweeted ""someone let me know"" when 55,000 Americans have died from COVID-19 coronavirus disease.",snopes.com,https://www.snopes.com/fact-check/bill-mitchell-tweet-55000-covid/,Correct Attribution,correct attribution
"Businesses need immunity from lawsuits, or they won't reopen during the coronavirus pandemic",theconversation.com,https://theconversation.com/why-offering-businesses-immunity-from-coronavirus-liability-is-a-bad-idea-137562,Not true,not true
Mumbai’s popular Wibs bread company has been sealed after its workers tested positive for coronavirus. People should not consume their bread.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-popular-bakery-in-mumbai-finds-itself-in-the-middle-of-coronavirus-rumours-1672971-2020-04-30,Half true,half true
The anti-tuberculosis Bacillus Calmette-Guérin (BCG) vaccine protects people against coronavirus infection.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-can-this-anti-tuberculosis-vaccine-prevent-coronavirus-1672829-2020-04-30,Mostly false,mostly false
The NHS has issued a letter saying that some children infected with coronavirus have been exhibiting symptoms similar to toxic shock syndrome.,fullfact.org,https://fullfact.org/online/letter-coronavirus-children/,This is a real letter issued to NHS primary care medical professionals. This letter was intended for medical professionals and refers to only a small number of cases.,this is a real letter issued to nhs primary care medical professionals. this letter was intended for medical professionals and refers to only a small number of cases.
The White House Gift Shop is selling coronavirus commemorative coins.,snopes.com,https://www.snopes.com/fact-check/white-house-gift-shop-covid-coins/,Mostly False,mostly false
"COVID-19 may be 'here to stay,' even after a vaccine",usatoday.com,https://www.usatoday.com/story/news/factcheck/2020/04/30/fact-check-covid-19-may-here-stay-even-after-vaccine/3052865001/,Partly True,partly true
COVID-19 was in US in November 2019,factcheck.afp.com,https://factcheck.afp.com/no-evidence-novel-coronavirus-was-spreading-us-early-november-2019,No evidence,no evidence
2008 Nobel Prize winner Luc Montagnier said that COVID-19 coronavirus disease was artificially created in a lab by biologists working on an AIDS vaccine.,snopes.com,https://www.snopes.com/fact-check/luc-montagnier-covid-created-lab/,Correct Attribution,correct attribution
We’re also using a sterilization process ― some great equipment that will sterilize masks up to 20 times per mask. So that’s like ordering 20 times more masks.,politifact.com,https://www.politifact.com/factchecks/2020/apr/29/donald-trump/trump-says-n95-masks-can-be-sterilized-reuse-only-/,Half True,half true
COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,politifact.com,https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/experts-say-covid-19-may-well-be-here-stay-even-af/,Mostly True,mostly true
"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/29/andrew-cuomo/what-gov-cuomo-got-right-about-disparity-between-s/,Mostly True,mostly true
The U.S. economic downturn due to the COVID-19 coronavirus pandemic in early 2020 was forcing the United States Postal Service to close.,snopes.com,https://www.snopes.com/fact-check/usps-closing-due-to-covid-19/,Mixture,mixture
"Nobel Prize winner and Japanese immunologist Tasuku Honjo said the virus behind COVID-19 is artificial and manufactured in a lab in Wuhan, China",verafiles.org,https://verafiles.org/articles/vera-files-fact-check-japanese-nobel-laureate-did-not-say-co,Fake,fake
"It took 51 days for the UK to go from announcing its first Covid-19 death to 20,319.",fullfact.org,https://fullfact.org/online/stadiums-coronavirus-deaths/,"Correct. The first patient who died having tested positive for Covid-19 was announced on 5 March. The total deaths was 20,319 on 24 April.","correct. the first patient who died having tested positive for covid-19 was announced on 5 march. the total deaths was 20,319 on 24 april."
"Elisa Granato, the first volunteer who availed herself in Oxford for a jab in the first Europe human trial of a vaccine to protect against the coronavirus pandemic has died.",healthfeedback.org,https://healthfeedback.org/claimreview/volunteer-for-u-k-covid-19-vaccine-trial-elisa-granato-is-alive-contrary-to-claim-in-viral-article/,Inaccurate,inaccurate
The number of deaths in the UK from Covid-19 is just shy of the capacity of the Manchester arena.,fullfact.org,https://fullfact.org/online/stadiums-coronavirus-deaths/,"The number of people who died in hospital in the UK having tested positive for Covid-19, by 25 April, is around the same as the capacity of Manchester arena: about 21,000.","the number of people who died in hospital in the uk having tested positive for covid-19, by 25 april, is around the same as the capacity of manchester arena: about 21,000."
"“Hydroxychloroquine is used by thousands and thousands of front-line workers.""",nytimes.com,https://www.nytimes.com/2020/05/21/us/politics/trump-fact-check-hydroxychloroquine-coronavirus-.html,This lacks evidence.,this lacks evidence.
Pune-based doctor Megha Vyas died of Covid-19 while treating patients infected with coronavirus.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-woman-was-not-doctor-who-died-coronavirus-1671088-2020-04-25,Mostly false,mostly false
"Disinfectants could be used to treat COVID-19 ""by injection inside or almost a cleaning.""",politifact.com,https://www.politifact.com/article/2020/apr/24/trumps-idea-disinfectants-sunlight-covid-wrong/,It would be harmful,it would be harmful
"Antibody tests will ""support our efforts to get Americans back to work by showing us who might have developed the wonderful, beautiful immunity"" to the novel coronavirus.",factcheck.org,https://www.factcheck.org/2020/04/qa-on-covid-19-antibody-tests/,We Explain the Science,we explain the science
"Doctors could ""apply light and heat"" to treat COVID-19 patients.",politifact.com,https://www.politifact.com/article/2020/apr/24/trumps-idea-disinfectants-sunlight-covid-wrong/,No evidence,no evidence
The woman in the viral image is a Covid-19 patient.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-facebook-post-woman-covid-19-patient-fake-viral-social-media-1670350-2020-04-24,Mostly false,mostly false
"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",politifact.com,https://www.politifact.com/factchecks/2020/apr/24/franklin-graham/fact-checking-swedens-covid-infection-rate-without/,Half True,half true
The novel coronavirus evolved naturally and the outbreak began through zoonotic infection,healthfeedback.org,https://healthfeedback.org/did-the-covid-19-virus-originate-from-a-lab-or-nature-examining-the-evidence-for-different-hypotheses-of-the-novel-coronavirus-origins/,Most likely,most likely
Former U.S. Rep. Trey Gowdy penned a text suggesting that COVID-19 was part of a conspiracy against U.S. President Donald Trump.,snopes.com,https://www.snopes.com/fact-check/gowdy-covid19/,Misattributed,misattributed
"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/23/lovely-warren/rochester-mayor-lacked-context-coronavirus-racial-/,Half True,half true
"Viral post shows same picture with different headlines on COVID-19 stories, asking, ""That's weird the exact same people who visited the beach in Florida are now at the beaches in California?""",factcheck.org,https://www.factcheck.org/2020/04/one-photo-two-stories-but-no-deceit-by-news-websites/,Distorts the Facts,distorts the facts
"“Hundreds and hundreds of labs are ready, willing, and able.”",politifact.com,https://www.politifact.com/factchecks/2020/apr/23/donald-trump/donald-trump-exaggerates-number-untapped-coronavir/,Mostly False,mostly false
The viral photo isthe throat of COVID-19 infected person's throat,vishvasnews.com,https://www.vishvasnews.com/english/health/fact-check-viral-post-shows-an-old-image-unrelated-to-covid-19/,Half true,half true
"“By the way, I did that very early, while Nancy Pelosi was trying to have, in San Francisco, parties in Chinatown. Because they — she thought it would be great. She wanted to show that this thing doesn’t exist.”",washingtonpost.com,https://www.washingtonpost.com/politics/2020/04/23/trump-versus-pelosi-what-happened-chinatown/,Four Pinocchios,four pinocchios
"Facebook posts claim a child who is infected with the novel coronavirus will be taken to a hospital unaccompanied. This is misleading; many hospitals have prohibited visitors during the COVID-19 pandemic, but even facilities in heavily-affected states have exceptions allowing a parent or caregiver to be with pediatric patients.",factcheck.afp.com,https://factcheck.afp.com/posts-claim-children-covid-19-must-go-hospitals-alone,Partly false,partly false
The novel coronavirus can live on surfaces for days.,sites.nationalacademies.org,https://sites.nationalacademies.org/BasedOnScience/covid-19-how-long-does-coronavirus-live-on-surfaces/index.htm,It depends,it depends
"As per MHA order, the factory owner and management will be arrested immediately if an employee tests positive for Covid-19.",indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-has-mha-ordered-arrest-of-firm-owner-if-employee-tests-covid-positive-1669956-2020-04-22,Mostly false,mostly false
"A picture of a journalist in Lebanon reporting on the novel coronavirus is circulating with this claim: ""Reporter in full bio gear... think the media hypes this thing a little?""",factcheck.org,https://www.factcheck.org/2020/04/photo-of-lebanese-reporter-used-to-criticize-u-s-media/,Out of Context,out of context
"Italy was “hit hard” by the coronavirus pandemic because “a lot of the people that didn’t come in here went to Italy"" when the U.S. imposed travel restrictions on China.",factcheck.org,https://www.factcheck.org/2020/04/trumps-confusing-claim-on-italy-and-travel-restrictions/,No Evidence,no evidence
"Before the novel coronavirus pandemic hit the globe, Nigeria spent 42% of its earnings on debt servicing.",africacheck.org,https://africacheck.org/reports/covid-19-pandemic-fact-checking-former-nigeria-vp-abubakars-claims-about-economy/,Mostly correct,mostly correct
Hospitals get paid more to list patients as COVID-19.,politifact.com,https://www.politifact.com/factchecks/2020/apr/21/facebook-posts/Fact-check-Hospitals-COVID-19-payments/,Half True,half true
this coronavirus genome contained sequences of another virus […] the HIV virus (AIDS virus),healthfeedback.org,https://healthfeedback.org/claimreview/claim-by-nobel-laureate-luc-montagnier-that-the-novel-coronavirus-is-man-made-and-contains-genetic-material-from-hiv-is-inaccurate/,Inaccurate,inaccurate
Video is of man putting his spit on bread packets in India during the Covid-19 pandemic.,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-video-man-putting-his-spit-bread-packets-is-old-and-not-india-1669006-2020-04-20,Mostly false,mostly false
“The device enables ‘momentary’ detection of the virus with 70- to 80-percent accuracy and has been tested throughout a 10-day-long period across at least 10 hospitals before being unveiled.”,polygraph.info,https://www.polygraph.info/a/iran-unveils-fake-looking-coronavirus-detector-/30566565.html,Likely False,likely false
"""They claim pandemics only happen once every hundred years but what if that’s no longer true? We want to be early, ready for the next one, because clearly the Obama administration did not leave to this administration any kind of game plan for something like this.”",washingtonpost.com,https://www.washingtonpost.com/politics/2020/05/14/mcconnells-claim-that-obama-left-behind-no-game-plan-coronavirus-outbreak/,Three Pinocchios,three pinocchios
Child asks for Facebook shares for mother infected with coronavirus,indiatoday.in,https://www.indiatoday.in/fact-check/story/fact-check-viral-post-appealing-for-facebook-shares-for-covid-19-patient-is-fictitious-1668498-2020-04-18,Mostly false,mostly false
"""The numbers are way down from what they were two weeks ago.""",nytimes.com,https://www.nytimes.com/2020/05/11/us/politics/white-house-masks-trump-coronavirus.html,This is exaggerated.,this is exaggerated.
"Germany and the United States were “leading the world in lives saved per 100,000.”",nytimes.com,https://www.nytimes.com/2020/05/11/us/politics/white-house-masks-trump-coronavirus.html,This is exaggerated.,this is exaggerated.
